SupplyPort 1	Port pressure 28
0.88	3.00524	0.00733847
0.89	3.03837	0.00733847
0.9	3.07149	0.00733847
0.91	3.10462	0.00733847
0.92	3.13774	0.00733847
0.93	3.17087	0.00733847
0.94	3.20399	0.00733847
0.95	3.23712	0.00733847
0.96	3.27024	0.00733847
0.97	3.30337	0.00733847
0.98	3.33649	0.00733847
0.99	3.36962	0.00733847
1	3.40274	0.00733847
1.01	3.43587	0.00733847
1.02	3.46899	0.00733847
1.03	3.50212	0.00733847
1.04	3.53524	0.00733847
1.05	3.56837	0.00733847
1.06	3.60149	0.00733847
1.07	3.63462	0.00733847
1.08	3.66774	0.00733847
1.09	3.70087	0.00733847
1.1	3.73399	0.00733847
1.11	3.76712	0.00733847
1.12	3.80024	0.00733847
1.13	3.83337	0.00733847
1.14	3.86649	0.00733847
1.15	3.89962	0.00733847
1.16	3.93274	0.00733847
1.17	3.96587	0.00733847
1.18	3.99899	0.00733847
1.19	4.03212	0.00733847
1.2	4.06524	0.00733847
1.21	4.09837	0.00733847
1.22	4.13149	0.00733847
1.23	4.16462	0.00733847
1.24	4.19774	0.00733847
1.25	4.23087	0.00733847
1.26	4.26399	0.00733847
1.27	4.29712	0.00733847
1.28	4.33024	0.00733847
1.29	4.36337	0.00733847
1.3	4.39649	0.00733847
1.31	4.42962	0.00733847
1.32	4.46274	0.00733847
1.33	4.49587	0.00733847
1.34	4.52899	0.00733847
1.35	4.56212	0.00733847
1.36	4.59524	0.00733847
1.37	4.62837	0.00733847
1.38	4.66149	0.00733847
1.39	4.69462	0.00733847
1.4	4.72774	0.00733847
1.41	4.76087	0.00733847
1.42	4.79399	0.00733847
1.43	4.82712	0.00733847
1.44	4.86024	0.00733847
1.45	4.89337	0.00733847
1.46	4.92649	0.00733847
1.47	4.95962	0.00733847
1.48	4.99274	0.00733847
1.49	5.02587	0.00733847
1.5	5.05899	0.00733847
1.51	5.09212	0.00733847
1.52	5.12524	0.00733847
1.53	5.15837	0.00733847
1.54	5.19149	0.00733847
1.55	5.22462	0.00733847
1.56	5.25774	0.00733847
1.57	5.29087	0.00733847
1.58	5.32399	0.00733847
1.59	5.35712	0.00733847
1.6	5.39024	0.00733847
1.61	5.42337	0.00733847
1.62	5.45649	0.00733847
1.63	5.48962	0.00733847
1.64	5.52274	0.00733847
1.65	5.55587	0.00733847
1.66	5.58899	0.00733847
1.67	5.62212	0.00733847
1.68	5.65524	0.00733847
1.69	5.68837	0.00733847
1.7	5.72149	0.00733847
1.71	5.75462	0.00733847
1.72	5.78774	0.00733847
1.73	5.82087	0.00733847
1.74	5.85399	0.00733847
1.75	5.88712	0.00733847
1.76	5.92024	0.00733847
1.77	5.95337	0.00733847
1.78	5.98649	0.00733847
1.79	6.01962	0.00733847
1.8	6.05274	0.00733847
1.81	6.08587	0.00733847
1.82	6.11899	0.00733847
1.83	6.15212	0.00733847
1.84	6.18524	0.00733847
1.85	6.21837	0.00733847
1.86	6.25149	0.00733847
1.87	6.28462	0.00733847
1.88	6.31774	0.00733847
1.89	6.35087	0.00733847
1.9	6.38399	0.00733847
1.91	6.41712	0.00733847
1.92	6.45024	0.00733847
1.93	6.48337	0.00733847
1.94	6.51649	0.00733847
1.95	6.54962	0.00733847
1.96	6.58274	0.00733847
1.97	6.61587	0.00733847
1.98	6.64899	0.00733847
1.99	6.68212	0.00733847
2	6.71524	0.00733847
2.01	6.74837	0.00733847
2.02	6.78149	0.00733847
2.03	6.81462	0.00733847
2.04	6.84774	0.00733847
2.05	6.88086	0.00733847
2.06	6.91399	0.00733847
2.07	6.94711	0.00733847
2.08	6.98024	0.00733847
2.09	7.01336	0.00733847
2.1	7.04649	0.00733847
2.11	7.07961	0.00733847
2.12	7.11274	0.00733847
2.13	7.14586	0.00733847
2.14	7.17899	0.00733847
2.15	7.21211	0.00733847
2.16	7.24524	0.00733847
2.17	7.27836	0.00733847
2.18	7.31149	0.00733847
2.19	7.34461	0.00733847
2.2	7.37774	0.00733847
2.21	7.41086	0.00733847
2.22	7.44399	0.00733847
2.23	7.47711	0.00733847
2.24	7.51024	0.00733847
2.25	7.54336	0.00733847
2.26	7.57649	0.00733847
2.27	7.60961	0.00733847
2.28	7.64274	0.00733847
2.29	7.67586	0.00733847
2.3	7.70899	0.00733847
2.31	7.74211	0.00733847
2.32	7.77524	0.00733847
2.33	7.80836	0.00733847
2.34	7.84149	0.00733847
2.35	7.87461	0.00733847
2.36	7.90774	0.00733847
2.37	7.94086	0.00733847
2.38	7.97399	0.00733847
2.39	8.00711	0.00733847
2.4	8.04024	0.00733847
2.41	8.07336	0.00733847
2.42	8.10649	0.00733847
2.43	8.13961	0.00733847
2.44	8.17274	0.00733847
2.45	8.20586	0.00733847
2.46	8.23899	0.00733847
2.47	8.27211	0.00733847
2.48	8.30524	0.00733847
2.49	8.33836	0.00733847
2.5	8.37149	0.00733847
2.51	8.40461	0.00733847
2.52	8.43774	0.00733847
2.53	8.47086	0.00733847
2.54	8.50399	0.00733847
2.55	8.53711	0.00733847
2.56	8.57024	0.00733847
2.57	8.60336	0.00733847
2.58	8.63649	0.00733847
2.59	8.66961	0.00733847
2.6	8.70274	0.00733847
2.61	8.73586	0.00733847
2.62	8.76899	0.00733847
2.63	8.80211	0.00733847
2.64	8.83524	0.00733847
2.65	8.86836	0.00733847
2.66	8.90149	0.00733847
2.67	8.93461	0.00733847
2.68	8.96774	0.00733847
2.69	9.00086	0.00733847
2.7	9.03399	0.00733847
2.71	9.06711	0.00733847
2.72	9.10024	0.00733847
2.73	9.13336	0.00733847
2.74	9.16649	0.00733847
2.75	9.19961	0.00733847
2.76	9.23274	0.00733847
2.77	9.26586	0.00733847
2.78	9.29899	0.00733847
2.79	9.33211	0.00733847
2.8	9.36524	0.00733847
2.81	9.39836	0.00733847
2.82	9.43149	0.00733847
2.83	9.46461	0.00733847
2.84	9.49774	0.00733847
2.85	9.53086	0.00733847
2.86	9.56399	0.00733847
2.87	9.59711	0.00733847
2.88	9.63024	0.00733847
2.89	9.66336	0.00733847
2.9	9.69649	0.00733847
2.91	9.72961	0.00733847
2.92	9.76274	0.00733847
2.93	9.79586	0.00733847
2.94	9.82899	0.00733847
2.95	9.86211	0.00733847
2.96	9.89524	0.00733847
2.97	9.92836	0.00733847
2.98	9.96149	0.00733847
2.99	9.99461	0.00733847
3	10.0277	0.00733847
3.01	10.0609	0.00733847
3.02	10.094	0.00733847
3.03	10.1271	0.00733847
3.04	10.1602	0.00733847
3.05	10.1934	0.00733847
3.06	10.2265	0.00733847
3.07	10.2596	0.00733847
3.08	10.2927	0.00733847
3.09	10.3259	0.00733847
3.1	10.359	0.00733847
3.11	10.3921	0.00733847
3.12	10.4252	0.00733847
3.13	10.4584	0.00733847
3.14	10.4915	0.00733847
3.15	10.5246	0.00733847
3.16	10.5577	0.00733847
3.17	10.5909	0.00733847
3.18	10.624	0.00733847
3.19	10.6571	0.00733847
3.2	10.6902	0.00733847
3.21	10.7234	0.00733847
3.22	10.7565	0.00733847
3.23	10.7896	0.00733847
3.24	10.8227	0.00733847
3.25	10.8559	0.00733847
3.26	10.889	0.00733847
3.27	10.9221	0.00733847
3.28	10.9552	0.00733847
3.29	10.9884	0.00733847
3.3	11.0215	0.00733847
3.31	11.0546	0.00733847
3.32	11.0877	0.00733847
3.33	11.1209	0.00733847
3.34	11.154	0.00733847
3.35	11.1871	0.00733847
3.36	11.2202	0.00733847
3.37	11.2534	0.00733847
3.38	11.2865	0.00733847
3.39	11.3196	0.00733847
3.4	11.3527	0.00733847
3.41	11.3859	0.00733847
3.42	11.419	0.00733847
3.43	11.4521	0.00733847
3.44	11.4852	0.00733847
3.45	11.5184	0.00733847
3.46	11.5515	0.00733847
3.47	11.5846	0.00733847
3.48	11.6177	0.00733847
3.49	11.6509	0.00733847
3.5	11.684	0.00733847
3.51	11.7171	0.00733847
3.52	11.7502	0.00733847
3.53	11.7834	0.00733847
3.54	11.8165	0.00733847
3.55	11.8496	0.00733847
3.56	11.8827	0.00733847
3.57	11.9159	0.00733847
3.58	11.949	0.00733847
3.59	11.9821	0.00733847
3.6	12.0152	0.00733847
3.61	12.0484	0.00733847
3.62	12.0815	0.00733847
3.63	12.1146	0.00733847
3.64	12.1477	0.00733847
3.65	12.1809	0.00733847
3.66	12.214	0.00733847
3.67	12.2471	0.00733847
3.68	12.2802	0.00733847
3.69	12.3134	0.00733847
3.7	12.3465	0.00733847
3.71	12.3796	0.00733847
3.72	12.4127	0.00733847
3.73	12.4459	0.00733847
3.74	12.479	0.00733847
3.75	12.5121	0.00733847
3.76	12.5452	0.00733847
3.77	12.5784	0.00733847
3.78	12.6115	0.00733847
3.79	12.6446	0.00733847
3.8	12.6777	0.00733847
3.81	12.7109	0.00733847
3.82	12.744	0.00733847
3.83	12.7771	0.00733847
3.84	12.8102	0.00733847
3.85	12.8434	0.00733847
3.86	12.8765	0.00733847
3.87	12.9096	0.00733847
3.88	12.9427	0.00733847
3.89	12.9759	0.00733847
3.9	13.009	0.00733847
3.91	13.0421	0.00733847
3.92	13.0752	0.00733847
3.93	13.1084	0.00733847
3.94	13.1415	0.00733847
3.95	13.1746	0.00733847
3.96	13.2077	0.00733847
3.97	13.2409	0.00733847
3.98	13.274	0.00733847
3.99	13.3071	0.00733847
4	13.3402	0.00733847
4.01	13.3734	0.00733847
4.02	13.4065	0.00733847
4.03	13.4396	0.00733847
4.04	13.4727	0.00733847
4.05	13.5059	0.00733847
4.06	13.539	0.00733847
4.07	13.5721	0.00733847
4.08	13.6052	0.00733847
4.09	13.6384	0.00733847
4.1	13.6715	0.00733847
4.11	13.7046	0.00733847
4.12	13.7377	0.00733847
4.13	13.7709	0.00733847
4.14	13.804	0.00733847
4.15	13.8371	0.00733847
4.16	13.8702	0.00733847
4.17	13.9034	0.00733847
4.18	13.9365	0.00733847
4.19	13.9696	0.00733847
4.2	14.0027	0.00733847
4.21	14.0359	0.00733847
4.22	14.069	0.00733847
4.23	14.1021	0.00733847
4.24	14.1352	0.00733847
4.25	14.1684	0.00733847
4.26	14.2015	0.00733847
4.27	14.2346	0.00733847
4.28	14.2677	0.00733847
4.29	14.3009	0.00733847
4.3	14.334	0.00733847
4.31	14.3671	0.00733847
4.32	14.4002	0.00733847
4.33	14.4334	0.00733847
4.34	14.4665	0.00733847
4.35	14.4996	0.00733847
4.36	14.5327	0.00733847
4.37	14.5659	0.00733847
4.38	14.599	0.00733847
4.39	14.6321	0.00733847
4.4	14.6652	0.00733847
4.41	14.6984	0.00733847
4.42	14.7315	0.00733847
4.43	14.7646	0.00733847
4.44	14.7977	0.00733841
4.45	14.8309	0.00733832
4.46	14.864	0.00733818
4.47	14.8971	0.007338
4.48	14.9302	0.00733777
4.49	14.9633	0.00733749
4.5	14.9965	0.00733718
4.51	15.0296	0.00733681
4.52	15.0627	0.0073364
4.53	15.0958	0.00733595
4.54	15.1289	0.00733545
4.55	15.162	0.00733491
4.56	15.1952	0.00733432
4.57	15.2283	0.00733368
4.58	15.2614	0.007333
4.59	15.2945	0.00733228
4.6	15.3276	0.00733151
4.61	15.3607	0.0073307
4.62	15.3937	0.00732984
4.63	15.4268	0.00732893
4.64	15.4599	0.00732798
4.65	15.493	0.00732699
4.66	15.5261	0.00732595
4.67	15.5591	0.00732486
4.68	15.5922	0.00732373
4.69	15.6253	0.00732256
4.7	15.6583	0.00732134
4.71	15.6914	0.00732007
4.72	15.7244	0.00731876
4.73	15.7574	0.00731741
4.74	15.7905	0.00731601
4.75	15.8235	0.00731456
4.76	15.8565	0.00731307
4.77	15.8895	0.00731154
4.78	15.9225	0.00730995
4.79	15.9555	0.00730833
4.8	15.9885	0.00730666
4.81	16.0215	0.00730494
4.82	16.0545	0.00730318
4.83	16.0874	0.00730137
4.84	16.1204	0.00729952
4.85	16.1533	0.00729762
4.86	16.1863	0.00729568
4.87	16.2192	0.00729369
4.88	16.2521	0.00729166
4.89	16.285	0.00728958
4.9	16.3179	0.00728746
4.91	16.3508	0.00728529
4.92	16.3837	0.00728308
4.93	16.4166	0.00728082
4.94	16.4495	0.00727852
4.95	16.4823	0.00727617
4.96	16.5152	0.00727377
4.97	16.548	0.00727134
4.98	16.5808	0.00726885
4.99	16.6136	0.00726632
5	16.6464	0.00726375
5.01	16.6792	0.00726113
5.02	16.712	0.00725847
5.03	16.7448	0.00725576
5.04	16.7775	0.007253
5.05	16.8102	0.00725021
5.06	16.843	0.00724736
5.07	16.8757	0.00724447
5.08	16.9084	0.00724154
5.09	16.9411	0.00723856
5.1	16.9737	0.00723554
5.11	17.0064	0.00723247
5.12	17.0391	0.00722935
5.13	17.0717	0.00722619
5.14	17.1043	0.00722299
5.15	17.1369	0.00721974
5.16	17.1695	0.00721645
5.17	17.2021	0.00721311
5.18	17.2346	0.00720972
5.19	17.2672	0.0072063
5.2	17.2997	0.00720282
5.21	17.3322	0.00719931
5.22	17.3647	0.00719574
5.23	17.3972	0.00719213
5.24	17.4297	0.00718848
5.25	17.4621	0.00718478
5.26	17.4945	0.00718104
5.27	17.5269	0.00717726
5.28	17.5593	0.00717342
5.29	17.5917	0.00716955
5.3	17.6241	0.00716563
5.31	17.6564	0.00716166
5.32	17.6888	0.00715765
5.33	17.7211	0.0071536
5.34	17.7534	0.0071495
5.35	17.7856	0.00714535
5.36	17.8179	0.00714116
5.37	17.8501	0.00713693
5.38	17.8823	0.00713265
5.39	17.9145	0.00712833
5.4	17.9467	0.00712396
5.41	17.9789	0.00711955
5.42	18.011	0.00711509
5.43	18.0431	0.00711059
5.44	18.0752	0.00710605
5.45	18.1073	0.00710146
5.46	18.1393	0.00709683
5.47	18.1714	0.00709215
5.48	18.2034	0.00708743
5.49	18.2354	0.00708266
5.5	18.2674	0.00707785
5.51	18.2993	0.00707299
5.52	18.3312	0.00706809
5.53	18.3631	0.00706315
5.54	18.395	0.00705816
5.55	18.4269	0.00705313
5.56	18.4587	0.00704805
5.57	18.4905	0.00704293
5.58	18.5223	0.00703777
5.59	18.5541	0.00703256
5.6	18.5858	0.00702731
5.61	18.6175	0.00702201
5.62	18.6492	0.00701667
5.63	18.6809	0.00701129
5.64	18.7126	0.00700586
5.65	18.7442	0.00700039
5.66	18.7758	0.00699487
5.67	18.8074	0.00698931
5.68	18.8389	0.00698371
5.69	18.8704	0.00697806
5.7	18.9019	0.00697237
5.71	18.9334	0.00696663
5.72	18.9649	0.00696085
5.73	18.9963	0.00695503
5.74	19.0277	0.00694916
5.75	19.059	0.00694325
5.76	19.0904	0.0069373
5.77	19.1217	0.0069313
5.78	19.153	0.00692526
5.79	19.1842	0.00691918
5.8	19.2155	0.00691305
5.81	19.2467	0.00690688
5.82	19.2778	0.00690067
5.83	19.309	0.00689441
5.84	19.3401	0.00688811
5.85	19.3712	0.00688177
5.86	19.4023	0.00687538
5.87	19.4333	0.00686895
5.88	19.4643	0.00686248
5.89	19.4953	0.00685596
5.9	19.5262	0.0068494
5.91	19.5572	0.0068428
5.92	19.588	0.00683615
5.93	19.6189	0.00682946
5.94	19.6497	0.00682273
5.95	19.6805	0.00681596
5.96	19.7113	0.00680914
5.97	19.742	0.00680228
5.98	19.7727	0.00679538
5.99	19.8034	0.00678843
6	19.834	0.00678144
6.01	19.8647	0.00677441
6.02	19.8952	0.00676734
6.03	19.9258	0.00676022
6.04	19.9563	0.00675307
6.05	19.9868	0.00674586
6.06	20.0172	0.00673862
6.07	20.0476	0.00673133
6.08	20.078	0.00672401
6.09	20.1084	0.00671664
6.1	20.1387	0.00670922
6.11	20.169	0.00670177
6.12	20.1992	0.00669427
6.13	20.2295	0.00668673
6.14	20.2596	0.00667915
6.15	20.2898	0.00667153
6.16	20.3199	0.00666386
6.17	20.35	0.00665615
6.18	20.38	0.0066484
6.19	20.41	0.00664061
6.2	20.44	0.00663278
6.21	20.47	0.0066249
6.22	20.4999	0.00661699
6.23	20.5297	0.00660903
6.24	20.5596	0.00660103
6.25	20.5894	0.00659299
6.26	20.6191	0.0065849
6.27	20.6488	0.00657678
6.28	20.6785	0.00656861
6.29	20.7082	0.0065604
6.3	20.7378	0.00655215
6.31	20.7674	0.00654386
6.32	20.7969	0.00653553
6.33	20.8264	0.00652716
6.34	20.8559	0.00651874
6.35	20.8853	0.00651029
6.36	20.9147	0.00650179
6.37	20.944	0.00649326
6.38	20.9733	0.00648468
6.39	21.0026	0.00647606
6.4	21.0318	0.0064674
6.41	21.061	0.0064587
6.42	21.0902	0.00644996
6.43	21.1193	0.00644117
6.44	21.1484	0.00643235
6.45	21.1774	0.00642349
6.46	21.2064	0.00641458
6.47	21.2354	0.00640564
6.48	21.2643	0.00639665
6.49	21.2931	0.00638763
6.5	21.322	0.00637856
6.51	21.3508	0.00636945
6.52	21.3795	0.00636031
6.53	21.4082	0.00635112
6.54	21.4369	0.00634189
6.55	21.4655	0.00633263
6.56	21.4941	0.00632332
6.57	21.5226	0.00631397
6.58	21.5511	0.00630459
6.59	21.5796	0.00629516
6.6	21.608	0.0062857
6.61	21.6364	0.00627619
6.62	21.6647	0.00626664
6.63	21.693	0.00625706
6.64	21.7213	0.00624743
6.65	21.7495	0.00623777
6.66	21.7776	0.00622807
6.67	21.8057	0.00621832
6.68	21.8338	0.00620854
6.69	21.8618	0.00619872
6.7	21.8898	0.00618886
6.71	21.9177	0.00617896
6.72	21.9456	0.00616902
6.73	21.9735	0.00615904
6.74	22.0013	0.00614903
6.75	22.029	0.00613897
6.76	22.0567	0.00612888
6.77	22.0844	0.00611874
6.78	22.112	0.00610857
6.79	22.1396	0.00609836
6.8	22.1671	0.00608811
6.81	22.1946	0.00607782
6.82	22.222	0.0060675
6.83	22.2494	0.00605713
6.84	22.2768	0.00604673
6.85	22.3041	0.00603629
6.86	22.3313	0.00602581
6.87	22.3585	0.00601529
6.88	22.3857	0.00600473
6.89	22.4128	0.00599414
6.9	22.4398	0.00598351
6.91	22.4668	0.00597284
6.92	22.4938	0.00596213
6.93	22.5207	0.00595139
6.94	22.5476	0.0059406
6.95	22.5744	0.00592978
6.96	22.6012	0.00591893
6.97	22.6279	0.00590803
6.98	22.6545	0.0058971
6.99	22.6812	0.00588613
7	22.7077	0.00587512
7.01	22.7342	0.00586408
7.02	22.7607	0.00585299
7.03	22.7871	0.00584188
7.04	22.8135	0.00583072
7.05	22.8398	0.00581953
7.06	22.8661	0.0058083
7.07	22.8923	0.00579703
7.08	22.9185	0.00578573
7.09	22.9446	0.00577439
7.1	22.9707	0.00576301
7.11	22.9967	0.0057516
7.12	23.0226	0.00574015
7.13	23.0485	0.00572866
7.14	23.0744	0.00571714
7.15	23.1002	0.00570558
7.16	23.126	0.00569399
7.17	23.1517	0.00568236
7.18	23.1773	0.00567069
7.19	23.2029	0.00565899
7.2	23.2285	0.00564725
7.21	23.2539	0.00563548
7.22	23.2794	0.00562367
7.23	23.3048	0.00561182
7.24	23.3301	0.00559994
7.25	23.3554	0.00558802
7.26	23.3806	0.00557607
7.27	23.4058	0.00556408
7.28	23.4309	0.00555206
7.29	23.4559	0.00554
7.3	23.481	0.00552791
7.31	23.5059	0.00551578
7.32	23.5308	0.00550362
7.33	23.5556	0.00549142
7.34	23.5804	0.00547919
7.35	23.6052	0.00546692
7.36	23.6298	0.00545462
7.37	23.6545	0.00544228
7.38	23.679	0.00542991
7.39	23.7035	0.0054175
7.4	23.728	0.00540506
7.41	23.7524	0.00539259
7.42	23.7767	0.00538008
7.43	23.801	0.00536754
7.44	23.8252	0.00535496
7.45	23.8494	0.00534235
7.46	23.8735	0.0053297
7.47	23.8976	0.00531703
7.48	23.9216	0.00530431
7.49	23.9455	0.00529157
7.5	23.9694	0.00527879
7.51	23.9932	0.00526597
7.52	24.017	0.00525313
7.53	24.0407	0.00524025
7.54	24.0644	0.00522733
7.55	24.088	0.00521439
7.56	24.1115	0.00520141
7.57	24.135	0.00518839
7.58	24.1584	0.00517535
7.59	24.1818	0.00516227
7.6	24.2051	0.00514916
7.61	24.2283	0.00513602
7.62	24.2515	0.00512284
7.63	24.2746	0.00510963
7.64	24.2977	0.00509639
7.65	24.3207	0.00508311
7.66	24.3436	0.00506981
7.67	24.3665	0.00505647
7.68	24.3893	0.0050431
7.69	24.4121	0.0050297
7.7	24.4348	0.00501626
7.71	24.4575	0.00500279
7.72	24.48	0.0049893
7.73	24.5026	0.00497577
7.74	24.525	0.0049622
7.75	24.5474	0.00494861
7.76	24.5698	0.00493499
7.77	24.592	0.00492133
7.78	24.6142	0.00490764
7.79	24.6364	0.00489392
7.8	24.6585	0.00488017
7.81	24.6805	0.00486639
7.82	24.7025	0.00485258
7.83	24.7244	0.00483874
7.84	24.7462	0.00482487
7.85	24.768	0.00481096
7.86	24.7897	0.00479703
7.87	24.8114	0.00478306
7.88	24.833	0.00476907
7.89	24.8545	0.00475504
7.9	24.876	0.00474098
7.91	24.8974	0.0047269
7.92	24.9187	0.00471278
7.93	24.94	0.00469863
7.94	24.9612	0.00468446
7.95	24.9823	0.00467025
7.96	25.0034	0.00465602
7.97	25.0244	0.00464175
7.98	25.0454	0.00462746
7.99	25.0663	0.00461313
8	25.0871	0.00459878
8.01	25.1078	0.00458439
8.02	25.1285	0.00456998
8.03	25.1492	0.00455554
8.04	25.1697	0.00454107
8.05	25.1902	0.00452657
8.06	25.2107	0.00451204
8.07	25.231	0.00449749
8.08	25.2513	0.0044829
8.09	25.2716	0.00446829
8.1	25.2917	0.00445364
8.11	25.3118	0.00443897
8.12	25.3319	0.00442427
8.13	25.3518	0.00440955
8.14	25.3717	0.00439479
8.15	25.3916	0.00438001
8.16	25.4114	0.00436519
8.17	25.4311	0.00435036
8.18	25.4507	0.00433549
8.19	25.4703	0.00432059
8.2	25.4898	0.00430567
8.21	25.5092	0.00429072
8.22	25.5286	0.00427574
8.23	25.5479	0.00426074
8.24	25.5671	0.00424571
8.25	25.5863	0.00423065
8.26	25.6054	0.00421556
8.27	25.6244	0.00420045
8.28	25.6434	0.00418531
8.29	25.6622	0.00417015
8.3	25.6811	0.00415495
8.31	25.6998	0.00413974
8.32	25.7185	0.00412449
8.33	25.7371	0.00410922
8.34	25.7557	0.00409392
8.35	25.7742	0.0040786
8.36	25.7926	0.00406325
8.37	25.8109	0.00404787
8.38	25.8292	0.00403247
8.39	25.8474	0.00401704
8.4	25.8655	0.00400159
8.41	25.8836	0.00398611
8.42	25.9016	0.0039706
8.43	25.9195	0.00395507
8.44	25.9373	0.00393952
8.45	25.9551	0.00392394
8.46	25.9728	0.00390833
8.47	25.9905	0.0038927
8.48	26.0081	0.00387705
8.49	26.0256	0.00386137
8.5	26.043	0.00384566
8.51	26.0603	0.00382993
8.52	26.0776	0.00381418
8.53	26.0948	0.0037984
8.54	26.112	0.0037826
8.55	26.1291	0.00376677
8.56	26.1461	0.00375092
8.57	26.163	0.00373504
8.58	26.1799	0.00371915
8.59	26.1966	0.00370322
8.6	26.2134	0.00368728
8.61	26.23	0.00367131
8.62	26.2466	0.00365531
8.63	26.2631	0.0036393
8.64	26.2795	0.00362326
8.65	26.2959	0.00360719
8.66	26.3121	0.00359111
8.67	26.3284	0.003575
8.68	26.3445	0.00355886
8.69	26.3606	0.00354271
8.7	26.3765	0.00352653
8.71	26.3925	0.00351033
8.72	26.4083	0.00349411
8.73	26.4241	0.00347786
8.74	26.4398	0.00346159
8.75	26.4554	0.0034453
8.76	26.471	0.00342899
8.77	26.4864	0.00341266
8.78	26.5018	0.0033963
8.79	26.5172	0.00337992
8.8	26.5324	0.00336352
8.81	26.5476	0.0033471
8.82	26.5627	0.00333066
8.83	26.5778	0.00331419
8.84	26.5927	0.00329771
8.85	26.6076	0.0032812
8.86	26.6224	0.00326467
8.87	26.6371	0.00324812
8.88	26.6518	0.00323156
8.89	26.6664	0.00321496
8.9	26.6809	0.00319835
8.91	26.6953	0.00318172
8.92	26.7097	0.00316507
8.93	26.724	0.0031484
8.94	26.7382	0.0031317
8.95	26.7523	0.00311499
8.96	26.7664	0.00309826
8.97	26.7804	0.0030815
8.98	26.7943	0.00306473
8.99	26.8081	0.00304794
9	26.8219	0.00303112
9.01	26.8356	0.00301429
9.02	26.8492	0.00299744
9.03	26.8627	0.00298057
9.04	26.8762	0.00296368
9.05	26.8895	0.00294677
9.06	26.9028	0.00292984
9.07	26.9161	0.00291289
9.08	26.9292	0.00289592
9.09	26.9423	0.00287894
9.1	26.9553	0.00286193
9.11	26.9682	0.00284491
9.12	26.981	0.00282787
9.13	26.9938	0.00281081
9.14	27.0065	0.00279373
9.15	27.0191	0.00277664
9.16	27.0316	0.00275952
9.17	27.0441	0.00274239
9.18	27.0565	0.00272524
9.19	27.0688	0.00270808
9.2	27.081	0.00269089
9.21	27.0931	0.00267369
9.22	27.1052	0.00265647
9.23	27.1172	0.00263923
9.24	27.1291	0.00262198
9.25	27.1409	0.00260471
9.26	27.1527	0.00258742
9.27	27.1644	0.00257011
9.28	27.176	0.00255279
9.29	27.1875	0.00253545
9.3	27.199	0.00251809
9.31	27.2103	0.00250072
9.32	27.2216	0.00248333
9.33	27.2328	0.00246593
9.34	27.2439	0.00244851
9.35	27.255	0.00243107
9.36	27.266	0.00241362
