SupplyPort 1	Port pressure 30
Elapsed	Pressure	Rate
1.29	5.05532	0.0158146	107.243
1.3	5.09189	0.0158146	107.243
1.31	5.12845	0.0158146	107.243
1.32	5.16501	0.0158146	107.243
1.33	5.20157	0.0158146	107.243
1.34	5.23814	0.0158146	107.243
1.35	5.2747	0.0158146	107.243
1.36	5.31126	0.0158146	107.243
1.37	5.34782	0.0158146	107.243
1.38	5.38439	0.0158146	107.243
1.39	5.42095	0.0158146	107.243
1.4	5.45751	0.0158146	107.243
1.41	5.49407	0.0158146	107.243
1.42	5.53064	0.0158146	107.243
1.43	5.5672	0.0158146	107.243
1.44	5.60376	0.0158146	107.243
1.45	5.64032	0.0158146	107.243
1.46	5.67689	0.0158146	107.243
1.47	5.71345	0.0158146	107.243
1.48	5.75001	0.0158146	107.243
1.49	5.78657	0.0158146	107.243
1.5	5.82314	0.0158146	107.243
1.51	5.8597	0.0158146	107.243
1.52	5.89626	0.0158146	107.243
1.53	5.93282	0.0158146	107.243
1.54	5.96939	0.0158146	107.243
1.55	6.00595	0.0158146	107.243
1.56	6.04251	0.0158146	107.243
1.57	6.07908	0.0158146	107.243
1.58	6.11564	0.0158146	107.243
1.59	6.1522	0.0158146	107.243
1.6	6.18876	0.0158146	107.243
1.61	6.22533	0.0158146	107.243
1.62	6.26189	0.0158146	107.243
1.63	6.29845	0.0158146	107.243
1.64	6.33501	0.0158146	107.243
1.65	6.37158	0.0158146	107.243
1.66	6.40814	0.0158146	107.243
1.67	6.4447	0.0158146	107.243
1.68	6.48126	0.0158146	107.243
1.69	6.51783	0.0158146	107.243
1.7	6.55439	0.0158146	107.243
1.71	6.59095	0.0158146	107.243
1.72	6.62751	0.0158146	107.243
1.73	6.66408	0.0158146	107.243
1.74	6.70064	0.0158146	107.243
1.75	6.7372	0.0158146	107.243
1.76	6.77376	0.0158146	107.243
1.77	6.81033	0.0158146	107.243
1.78	6.84689	0.0158146	107.243
1.79	6.88345	0.0158146	107.243
1.8	6.92001	0.0158146	107.243
1.81	6.95658	0.0158146	107.243
1.82	6.99314	0.0158146	107.243
1.83	7.0297	0.0158146	107.243
1.84	7.06626	0.0158146	107.243
1.85	7.10283	0.0158146	107.243
1.86	7.13939	0.0158146	107.243
1.87	7.17595	0.0158146	107.243
1.88	7.21251	0.0158146	107.243
1.89	7.24908	0.0158146	107.243
1.9	7.28564	0.0158146	107.243
1.91	7.3222	0.0158146	107.243
1.92	7.35877	0.0158146	107.243
1.93	7.39533	0.0158146	107.243
1.94	7.43189	0.0158146	107.243
1.95	7.46845	0.0158146	107.243
1.96	7.50502	0.0158146	107.243
1.97	7.54158	0.0158146	107.243
1.98	7.57814	0.0158146	107.243
1.99	7.6147	0.0158146	107.243
2	7.65127	0.0158146	107.243
2.01	7.68783	0.0158146	107.243
2.02	7.72439	0.0158146	107.243
2.03	7.76095	0.0158146	107.243
2.04	7.79752	0.0158146	107.243
2.05	7.83408	0.0158146	107.243
2.06	7.87064	0.0158146	107.243
2.07	7.9072	0.0158146	107.243
2.08	7.94377	0.0158146	107.243
2.09	7.98033	0.0158146	107.243
2.1	8.01689	0.0158146	107.243
2.11	8.05345	0.0158146	107.243
2.12	8.09002	0.0158146	107.243
2.13	8.12658	0.0158146	107.243
2.14	8.16314	0.0158146	107.243
2.15	8.1997	0.0158146	107.243
2.16	8.23627	0.0158146	107.243
2.17	8.27283	0.0158146	107.243
2.18	8.30939	0.0158146	107.243
2.19	8.34595	0.0158146	107.243
2.2	8.38252	0.0158146	107.243
2.21	8.41908	0.0158146	107.243
2.22	8.45564	0.0158146	107.243
2.23	8.4922	0.0158146	107.243
2.24	8.52877	0.0158146	107.243
2.25	8.56533	0.0158146	107.243
2.26	8.60189	0.0158146	107.243
2.27	8.63845	0.0158146	107.243
2.28	8.67502	0.0158146	107.243
2.29	8.71158	0.0158146	107.243
2.3	8.74814	0.0158146	107.243
2.31	8.78471	0.0158146	107.243
2.32	8.82127	0.0158146	107.243
2.33	8.85783	0.0158146	107.243
2.34	8.89439	0.0158146	107.243
2.35	8.93096	0.0158146	107.243
2.36	8.96752	0.0158146	107.243
2.37	9.00408	0.0158146	107.243
2.38	9.04064	0.0158146	107.243
2.39	9.07721	0.0158146	107.243
2.4	9.11377	0.0158146	107.243
2.41	9.15033	0.0158146	107.243
2.42	9.18689	0.0158146	107.243
2.43	9.22346	0.0158146	107.243
2.44	9.26002	0.0158146	107.243
2.45	9.29658	0.0158146	107.243
2.46	9.33314	0.0158146	107.243
2.47	9.36971	0.0158146	107.243
2.48	9.40627	0.0158146	107.243
2.49	9.44283	0.0158146	107.243
2.5	9.47939	0.0158146	107.243
2.51	9.51596	0.0158146	107.243
2.52	9.55252	0.0158146	107.243
2.53	9.58908	0.0158146	107.243
2.54	9.62564	0.0158146	107.243
2.55	9.66221	0.0158146	107.243
2.56	9.69877	0.0158146	107.243
2.57	9.73533	0.0158146	107.243
2.58	9.77189	0.0158146	107.243
2.59	9.80846	0.0158146	107.243
2.6	9.84502	0.0158146	107.243
2.61	9.88158	0.0158146	107.243
2.62	9.91814	0.0158146	107.243
2.63	9.95471	0.0158146	107.243
2.64	9.99127	0.0158146	107.243
2.65	10.0278	0.0158146	107.243
2.66	10.0644	0.0158146	107.243
2.67	10.101	0.0158146	107.243
2.68	10.1375	0.0158146	107.243
2.69	10.1741	0.0158146	107.243
2.7	10.2106	0.0158146	107.243
2.71	10.2472	0.0158146	107.243
2.72	10.2838	0.0158146	107.243
2.73	10.3203	0.0158146	107.243
2.74	10.3569	0.0158146	107.243
2.75	10.3935	0.0158146	107.243
2.76	10.43	0.0158146	107.243
2.77	10.4666	0.0158146	107.243
2.78	10.5031	0.0158146	107.243
2.79	10.5397	0.0158146	107.243
2.8	10.5763	0.0158146	107.243
2.81	10.6128	0.0158146	107.243
2.82	10.6494	0.0158146	107.243
2.83	10.686	0.0158146	107.243
2.84	10.7225	0.0158146	107.243
2.85	10.7591	0.0158146	107.243
2.86	10.7956	0.0158146	107.243
2.87	10.8322	0.0158146	107.243
2.88	10.8688	0.0158146	107.243
2.89	10.9053	0.0158146	107.243
2.9	10.9419	0.0158146	107.243
2.91	10.9785	0.0158146	107.243
2.92	11.015	0.0158146	107.243
2.93	11.0516	0.0158146	107.243
2.94	11.0881	0.0158146	107.243
2.95	11.1247	0.0158146	107.243
2.96	11.1613	0.0158146	107.243
2.97	11.1978	0.0158146	107.243
2.98	11.2344	0.0158146	107.243
2.99	11.271	0.0158146	107.243
3	11.3075	0.0158146	107.243
3.01	11.3441	0.0158146	107.243
3.02	11.3806	0.0158146	107.243
3.03	11.4172	0.0158146	107.243
3.04	11.4538	0.0158146	107.243
3.05	11.4903	0.0158146	107.243
3.06	11.5269	0.0158146	107.243
3.07	11.5635	0.0158146	107.243
3.08	11.6	0.0158146	107.243
3.09	11.6366	0.0158146	107.243
3.1	11.6731	0.0158146	107.243
3.11	11.7097	0.0158146	107.243
3.12	11.7463	0.0158146	107.243
3.13	11.7828	0.0158146	107.243
3.14	11.8194	0.0158146	107.243
3.15	11.856	0.0158146	107.243
3.16	11.8925	0.0158146	107.243
3.17	11.9291	0.0158146	107.243
3.18	11.9656	0.0158146	107.243
3.19	12.0022	0.0158146	107.243
3.2	12.0388	0.0158146	107.243
3.21	12.0753	0.0158146	107.243
3.22	12.1119	0.0158146	107.243
3.23	12.1485	0.0158146	107.243
3.24	12.185	0.0158146	107.243
3.25	12.2216	0.0158146	107.243
3.26	12.2581	0.0158146	107.243
3.27	12.2947	0.0158146	107.243
3.28	12.3313	0.0158146	107.243
3.29	12.3678	0.0158146	107.243
3.3	12.4044	0.0158146	107.243
3.31	12.441	0.0158146	107.243
3.32	12.4775	0.0158146	107.243
3.33	12.5141	0.0158146	107.243
3.34	12.5506	0.0158146	107.243
3.35	12.5872	0.0158146	107.243
3.36	12.6238	0.0158146	107.243
3.37	12.6603	0.0158146	107.243
3.38	12.6969	0.0158146	107.243
3.39	12.7335	0.0158146	107.243
3.4	12.77	0.0158146	107.243
3.41	12.8066	0.0158146	107.243
3.42	12.8432	0.0158146	107.243
3.43	12.8797	0.0158146	107.243
3.44	12.9163	0.0158146	107.243
3.45	12.9528	0.0158146	107.243
3.46	12.9894	0.0158146	107.243
3.47	13.026	0.0158146	107.243
3.48	13.0625	0.0158146	107.243
3.49	13.0991	0.0158146	107.243
3.5	13.1357	0.0158146	107.243
3.51	13.1722	0.0158146	107.243
3.52	13.2088	0.0158146	107.243
3.53	13.2453	0.0158146	107.243
3.54	13.2819	0.0158146	107.243
3.55	13.3185	0.0158146	107.243
3.56	13.355	0.0158146	107.243
3.57	13.3916	0.0158146	107.243
3.58	13.4282	0.0158146	107.243
3.59	13.4647	0.0158146	107.243
3.6	13.5013	0.0158146	107.243
3.61	13.5378	0.0158146	107.243
3.62	13.5744	0.0158146	107.243
3.63	13.611	0.0158146	107.243
3.64	13.6475	0.0158146	107.243
3.65	13.6841	0.0158146	107.243
3.66	13.7207	0.0158146	107.243
3.67	13.7572	0.0158146	107.243
3.68	13.7938	0.0158146	107.243
3.69	13.8303	0.0158146	107.243
3.7	13.8669	0.0158146	107.243
3.71	13.9035	0.0158146	107.243
3.72	13.94	0.0158146	107.243
3.73	13.9766	0.0158146	107.243
3.74	14.0132	0.0158146	107.243
3.75	14.0497	0.0158146	107.243
3.76	14.0863	0.0158146	107.243
3.77	14.1228	0.0158146	107.243
3.78	14.1594	0.0158146	107.243
3.79	14.196	0.0158146	107.243
3.8	14.2325	0.0158146	107.243
3.81	14.2691	0.0158146	107.243
3.82	14.3057	0.0158146	107.243
3.83	14.3422	0.0158146	107.243
3.84	14.3788	0.0158146	107.243
3.85	14.4153	0.0158146	107.243
3.86	14.4519	0.0158146	107.243
3.87	14.4885	0.0158146	107.243
3.88	14.525	0.0158146	107.243
3.89	14.5616	0.0158146	107.243
3.9	14.5982	0.0158146	107.243
3.91	14.6347	0.0158146	107.243
3.92	14.6713	0.0158146	107.243
3.93	14.7078	0.0158146	107.243
3.94	14.7444	0.0158146	107.243
3.95	14.781	0.0158146	107.243
3.96	14.8175	0.0158146	107.243
3.97	14.8541	0.0158146	107.243
3.98	14.8907	0.0158146	107.243
3.99	14.9272	0.0158146	107.243
4	14.9638	0.0158146	107.243
4.01	15.0003	0.0158146	107.243
4.02	15.0369	0.0158146	107.243
4.03	15.0735	0.0158146	107.243
4.04	15.11	0.0158146	107.243
4.05	15.1466	0.0158146	107.243
4.06	15.1832	0.0158146	107.243
4.07	15.2197	0.0158146	107.243
4.08	15.2563	0.0158146	107.243
4.09	15.2928	0.0158146	107.243
4.1	15.3294	0.0158146	107.243
4.11	15.366	0.0158146	107.243
4.12	15.4025	0.0158146	107.243
4.13	15.4391	0.0158146	107.243
4.14	15.4757	0.0158146	107.243
4.15	15.5122	0.0158146	107.243
4.16	15.5488	0.0158146	107.243
4.17	15.5853	0.0158146	107.243
4.18	15.6219	0.0158146	107.243
4.19	15.6585	0.0158146	107.243
4.2	15.695	0.0158146	107.243
4.21	15.7316	0.0158146	107.243
4.22	15.7682	0.0158146	107.243
4.23	15.8047	0.0158146	107.243
4.24	15.8413	0.0158146	107.243
4.25	15.8826	0.0178521	107.243
4.26	15.9238	0.0178259	107.243
4.27	15.9649	0.0177994	107.243
4.28	16.006	0.0177729	107.243
4.29	16.047	0.0177462	107.243
4.3	16.088	0.0177194	107.243
4.31	16.1289	0.0176924	107.243
4.32	16.1697	0.0176652	107.243
4.33	16.2105	0.017638	107.243
4.34	16.2512	0.0176106	107.243
4.35	16.2919	0.0175831	107.243
4.36	16.3325	0.0175554	107.243
4.37	16.373	0.0175276	107.243
4.38	16.4135	0.0174997	107.243
4.39	16.4539	0.0174717	107.243
4.4	16.4942	0.0174435	107.243
4.41	16.5344	0.0174152	107.243
4.42	16.5746	0.0173867	107.243
4.43	16.6148	0.0173582	107.243
4.44	16.6548	0.0173295	107.243
4.45	16.6948	0.0173007	107.243
4.46	16.7348	0.0172718	107.243
4.47	16.7746	0.0172428	107.243
4.48	16.8144	0.0172137	107.243
4.49	16.8542	0.0171844	107.243
4.5	16.8938	0.017155	107.243
4.51	16.9334	0.0171255	107.243
4.52	16.9729	0.017096	107.243
4.53	17.0124	0.0170663	107.243
4.54	17.0518	0.0170364	107.243
4.55	17.0911	0.0170065	107.243
4.56	17.1303	0.0169765	107.243
4.57	17.1695	0.0169464	107.243
4.58	17.2086	0.0169162	107.243
4.59	17.2477	0.0168858	107.243
4.6	17.2866	0.0168554	107.243
4.61	17.3255	0.0168249	107.243
4.62	17.3644	0.0167942	107.243
4.63	17.4031	0.0167635	107.243
4.64	17.4418	0.0167327	107.243
4.65	17.4804	0.0167018	107.243
4.66	17.519	0.0166708	107.243
4.67	17.5574	0.0166397	107.243
4.68	17.5958	0.0166085	107.243
4.69	17.6342	0.0165773	107.243
4.7	17.6724	0.0165459	107.243
4.71	17.7106	0.0165145	107.243
4.72	17.7487	0.0164829	107.243
4.73	17.7867	0.0164513	107.243
4.74	17.8247	0.0164196	107.243
4.75	17.8626	0.0163879	107.243
4.76	17.9004	0.016356	107.243
4.77	17.9381	0.0163241	107.243
4.78	17.9758	0.0162921	107.243
4.79	18.0134	0.01626	107.243
4.8	18.0509	0.0162278	107.243
4.81	18.0884	0.0161956	107.243
4.82	18.1257	0.0161633	107.243
4.83	18.163	0.0161309	107.243
4.84	18.2002	0.0160985	107.243
4.85	18.2374	0.016066	107.243
4.86	18.2745	0.0160334	107.243
4.87	18.3114	0.0160008	107.243
4.88	18.3484	0.0159681	107.243
4.89	18.3852	0.0159353	107.243
4.9	18.422	0.0159025	107.243
4.91	18.4587	0.0158696	107.243
4.92	18.4953	0.0158366	107.243
4.93	18.5318	0.0158036	107.243
4.94	18.5683	0.0157705	107.243
4.95	18.6047	0.0157374	107.243
4.96	18.641	0.0157042	107.243
4.97	18.6772	0.015671	107.243
4.98	18.7133	0.0156377	107.243
4.99	18.7494	0.0156043	107.243
5	18.7854	0.0155709	107.243
5.01	18.8213	0.0155375	107.243
5.02	18.8572	0.015504	107.243
5.03	18.893	0.0154704	107.243
5.04	18.9286	0.0154368	107.243
5.05	18.9643	0.0154032	107.243
5.06	18.9998	0.0153695	107.243
5.07	19.0352	0.0153358	107.243
5.08	19.0706	0.015302	107.243
5.09	19.1059	0.0152682	107.243
5.1	19.1411	0.0152344	107.243
5.11	19.1763	0.0152005	107.243
5.12	19.2114	0.0151666	107.243
5.13	19.2463	0.0151326	107.243
5.14	19.2812	0.0150986	107.243
5.15	19.3161	0.0150645	107.243
5.16	19.3508	0.0150305	107.243
5.17	19.3855	0.0149964	107.243
5.18	19.4201	0.0149622	107.243
5.19	19.4546	0.0149281	107.243
5.2	19.489	0.0148939	107.243
5.21	19.5234	0.0148596	107.243
5.22	19.5577	0.0148254	107.243
5.23	19.5919	0.0147911	107.243
5.24	19.626	0.0147568	107.243
5.25	19.66	0.0147224	107.243
5.26	19.694	0.0146881	107.243
5.27	19.7278	0.0146537	107.243
5.28	19.7616	0.0146193	107.243
5.29	19.7954	0.0145848	107.243
5.3	19.829	0.0145504	107.243
5.31	19.8626	0.0145159	107.243
5.32	19.896	0.0144814	107.243
5.33	19.9294	0.0144469	107.243
5.34	19.9628	0.0144124	107.243
5.35	19.996	0.0143778	107.243
5.36	20.0292	0.0143433	107.243
5.37	20.0623	0.0143087	107.243
5.38	20.0953	0.0142741	107.243
5.39	20.1282	0.0142395	107.243
5.4	20.161	0.0142049	107.243
5.41	20.1938	0.0141703	107.243
5.42	20.2265	0.0141356	107.243
5.43	20.2591	0.014101	107.243
5.44	20.2916	0.0140663	107.243
5.45	20.324	0.0140317	107.243
5.46	20.3564	0.013997	107.243
5.47	20.3887	0.0139623	107.243
5.48	20.4209	0.0139277	107.243
5.49	20.453	0.013893	107.243
5.5	20.485	0.0138583	107.243
5.51	20.517	0.0138236	107.243
5.52	20.5489	0.0137889	107.243
5.53	20.5807	0.0137542	107.243
5.54	20.6124	0.0137195	107.243
5.55	20.644	0.0136848	107.243
5.56	20.6756	0.0136501	107.243
5.57	20.707	0.0136155	107.243
5.58	20.7384	0.0135808	107.243
5.59	20.7698	0.0135461	107.243
5.6	20.801	0.0135114	107.243
5.61	20.8322	0.0134767	107.243
5.62	20.8632	0.0134421	107.243
5.63	20.8942	0.0134074	107.243
5.64	20.9252	0.0133727	107.243
5.65	20.956	0.0133381	107.243
5.66	20.9867	0.0133035	107.243
5.67	21.0174	0.0132688	107.243
5.68	21.048	0.0132342	107.243
5.69	21.0785	0.0131996	107.243
5.7	21.109	0.013165	107.243
5.71	21.1393	0.0131304	107.243
5.72	21.1696	0.0130958	107.243
5.73	21.1998	0.0130613	107.243
5.74	21.2299	0.0130267	107.243
5.75	21.26	0.0129922	107.243
5.76	21.2899	0.0129577	107.243
5.77	21.3198	0.0129232	107.243
5.78	21.3496	0.0128887	107.243
5.79	21.3793	0.0128542	107.243
5.8	21.4089	0.0128198	107.243
5.81	21.4385	0.0127854	107.243
5.82	21.468	0.0127509	107.243
5.83	21.4974	0.0127166	107.243
5.84	21.5267	0.0126822	107.243
5.85	21.5559	0.0126478	107.243
5.86	21.5851	0.0126135	107.243
5.87	21.6142	0.0125792	107.243
5.88	21.6432	0.0125449	107.243
5.89	21.6721	0.0125107	107.243
5.9	21.701	0.0124764	107.243
5.91	21.7297	0.0124422	107.243
5.92	21.7584	0.012408	107.243
5.93	21.787	0.0123739	107.243
5.94	21.8156	0.0123397	107.243
5.95	21.844	0.0123056	107.243
5.96	21.8724	0.0122716	107.243
5.97	21.9007	0.0122375	107.243
5.98	21.9289	0.0122035	107.243
5.99	21.957	0.0121695	107.243
6	21.9851	0.0121355	107.243
6.01	22.0131	0.0121016	107.243
6.02	22.041	0.0120677	107.243
6.03	22.0688	0.0120338	107.243
6.04	22.0965	0.012	107.243
6.05	22.1242	0.0119662	107.243
6.06	22.1518	0.0119324	107.243
6.07	22.1793	0.0118987	107.243
6.08	22.2067	0.011865	107.243
6.09	22.2341	0.0118313	107.243
6.1	22.2613	0.0117976	107.243
6.11	22.2885	0.011764	107.243
6.12	22.3157	0.0117305	107.243
6.13	22.3427	0.0116969	107.243
6.14	22.3697	0.0116635	107.243
6.15	22.3966	0.01163	107.243
6.16	22.4234	0.0115966	107.243
6.17	22.4501	0.0115632	107.243
6.18	22.4768	0.0115299	107.243
6.19	22.5033	0.0114966	107.243
6.2	22.5298	0.0114633	107.243
6.21	22.5563	0.0114301	107.243
6.22	22.5826	0.0113969	107.243
6.23	22.6089	0.0113637	107.243
6.24	22.6351	0.0113306	107.243
6.25	22.6612	0.0112976	107.243
6.26	22.6872	0.0112645	107.243
6.27	22.7132	0.0112316	107.243
6.28	22.7391	0.0111986	107.243
6.29	22.7649	0.0111657	107.243
6.3	22.7907	0.0111329	107.243
6.31	22.8163	0.0111001	107.243
6.32	22.8419	0.0110673	107.243
6.33	22.8674	0.0110346	107.243
6.34	22.8928	0.011002	107.243
6.35	22.9182	0.0109693	107.243
6.36	22.9435	0.0109367	107.243
6.37	22.9687	0.0109042	107.243
6.38	22.9938	0.0108717	107.243
6.39	23.0189	0.0108393	107.243
6.4	23.0439	0.0108069	107.243
6.41	23.0688	0.0107746	107.243
6.42	23.0936	0.0107423	107.243
6.43	23.1184	0.01071	107.243
6.44	23.1431	0.0106778	107.243
6.45	23.1677	0.0106457	107.243
6.46	23.1922	0.0106136	107.243
6.47	23.2167	0.0105815	107.243
6.48	23.2411	0.0105495	107.243
6.49	23.2654	0.0105176	107.243
6.5	23.2896	0.0104857	107.243
6.51	23.3138	0.0104538	107.243
6.52	23.3379	0.010422	107.243
6.53	23.3619	0.0103903	107.243
6.54	23.3859	0.0103586	107.243
6.55	23.4097	0.0103269	107.243
6.56	23.4336	0.0102953	107.243
6.57	23.4573	0.0102638	107.243
6.58	23.4809	0.0102323	107.243
6.59	23.5045	0.0102009	107.243
6.6	23.528	0.0101695	107.243
6.61	23.5515	0.0101382	107.243
6.62	23.5748	0.0101069	107.243
6.63	23.5981	0.0100757	107.243
6.64	23.6214	0.0100445	107.243
6.65	23.6445	0.0100134	107.243
6.66	23.6676	0.00998235	107.243
6.67	23.6906	0.00995135	107.243
6.68	23.7135	0.00992041	107.243
6.69	23.7364	0.00988952	107.243
6.7	23.7592	0.00985869	107.243
6.71	23.7819	0.00982791	107.243
6.72	23.8046	0.0097972	107.243
6.73	23.8271	0.00976653	107.243
6.74	23.8496	0.00973593	107.243
6.75	23.8721	0.00970538	107.243
6.76	23.8944	0.00967489	107.243
6.77	23.9167	0.00964446	107.243
6.78	23.939	0.00961408	107.243
6.79	23.9611	0.00958376	107.243
6.8	23.9832	0.00955351	107.243
6.81	24.0052	0.0095233	107.243
6.82	24.0272	0.00949316	107.243
6.83	24.0491	0.00946308	107.243
6.84	24.0709	0.00943305	107.243
6.85	24.0926	0.00940309	107.243
6.86	24.1143	0.00937318	107.243
6.87	24.1359	0.00934334	107.243
6.88	24.1574	0.00931355	107.243
6.89	24.1789	0.00928382	107.243
6.9	24.2003	0.00925415	107.243
6.91	24.2216	0.00922455	107.243
6.92	24.2429	0.009195	107.243
6.93	24.264	0.00916551	107.243
6.94	24.2852	0.00913609	107.243
6.95	24.3062	0.00910672	107.243
6.96	24.3272	0.00907742	107.243
6.97	24.3481	0.00904817	107.243
6.98	24.369	0.00901899	107.243
6.99	24.3898	0.00898987	107.243
7	24.4105	0.00896081	107.243
7.01	24.4311	0.00893182	107.243
7.02	24.4517	0.00890288	107.243
7.03	24.4722	0.00887401	107.243
7.04	24.4927	0.0088452	107.243
7.05	24.5131	0.00881645	107.243
7.06	24.5334	0.00878776	107.243
7.07	24.5536	0.00875914	107.243
7.08	24.5738	0.00873058	107.243
7.09	24.5939	0.00870208	107.243
7.1	24.614	0.00867364	107.243
7.11	24.634	0.00864527	107.243
7.12	24.6539	0.00861696	107.243
7.13	24.6738	0.00858871	107.243
7.14	24.6935	0.00856053	107.243
7.15	24.7133	0.00853241	107.243
7.16	24.7329	0.00850435	107.243
7.17	24.7525	0.00847636	107.243
7.18	24.7721	0.00844843	107.243
7.19	24.7915	0.00842056	107.243
7.2	24.8109	0.00839276	107.243
7.21	24.8303	0.00836502	107.243
7.22	24.8495	0.00833734	107.243
7.23	24.8688	0.00830973	107.243
7.24	24.8879	0.00828219	107.243
7.25	24.907	0.00825471	107.243
7.26	24.926	0.00822729	107.243
7.27	24.945	0.00819993	107.243
7.28	24.9639	0.00817265	107.243
7.29	24.9827	0.00814542	107.243
7.3	25.0015	0.00811826	107.243
7.31	25.0202	0.00809116	107.243
7.32	25.0388	0.00806413	107.243
7.33	25.0574	0.00803717	107.243
7.34	25.0759	0.00801027	107.243
7.35	25.0944	0.00798343	107.243
7.36	25.1128	0.00795666	107.243
7.37	25.1311	0.00792995	107.243
